"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1429137936","1429110676","6298462","","","2009-04-01 03:36:25 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jasonhawkins You bet I'm still subscribed to SOLMI."
"1429031050","","","","","2009-04-01 03:16:40 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Submitted without comment: http://tr.im/i4hP"
"1428909637","1428904183","9366002","","","2009-04-01 02:54:32 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@stallent You bet it was. :)"
"1428018836","1427955784","8120202","","","2009-04-01 00:15:54 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@tsango April Fools'."
"1427748562","","","","","2009-03-31 23:26:05 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Tomorrow, I'll be doing for one day what news orgs have been doing for 20+ years: avoiding the Internet."
"1424805700","","","","","2009-03-31 15:05:55 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","And we lose another one: Craig Moon is retiring."
"1420869278","","","","","2009-03-30 23:04:00 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Riding Gannett's stock would be a blast. http://tr.im/i0Dx [YouTube]"
"1417967413","","","","","2009-03-30 14:25:28 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Meet the Weight-loss Challenge participants: http://tr.im/hZfG [Latest work with @thadallender - no Flash!]"
"1417860916","","","","","2009-03-30 14:06:21 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Today marks one year."
"1411244259","","","","","2009-03-29 07:23:36 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Sad ending to #sndnash."
"1411204942","","","","","2009-03-29 07:06:50 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Really?"
"1411152381","","","","","2009-03-29 06:45:42 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Hailed a cab. To go though the Taco Bell drive-thru. Cabbie loving us. He's blaring Genuine's ""Pony."" Amazing. #sndnash"
"1411081837","","12308432","","","2009-03-29 06:19:16 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@mangle713's limo is here."
