"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"179726992","","","","","2007-08-01 05:54:54 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","so, The Queen's really good.  really good."
"179538092","","","","","2007-08-01 03:33:47 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","camping out on the living room couch for the next week."
"179537322","","","","","2007-08-01 03:33:18 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","""my world is firmly compressed into the pocket of my front breast."""
"179374022","179356972","635653","","","2007-08-01 01:42:53 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@phlops whoa, nice.  link on YouTube?  also, heard their new single: ""Heart, It Races""?"
"179303102","","","","","2007-08-01 00:52:24 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@billykulpa did you get some offers? gimme the details!"
"179302732","179228682","7628472","","","2007-08-01 00:52:01 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jokirk got the deluxe ed., too.  want to watch in coming days. i have to watch The Queen first though - rental due back tomorrow."
"179120842","","","","","2007-07-31 22:32:20 +0000","<a href=""http://twitterhelp.blogspot.com/2008/05/twitter-via-mobile-web-mtwittercom.html"" rel=""nofollow"">mobile web</a>","errands.  perhaps picking up 300?"
"178972042","","","","","2007-07-31 20:44:51 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","so, all Facebook ""upgraded"" is this new ref key variable: pwstdfy=...?"
"178958512","","","","","2007-07-31 20:34:53 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","those last 3 hours were uncommon but glorious."
"178957822","178855592","7757932","","","2007-07-31 20:34:18 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@hellvetica yeah, they're quick, and it's sad. so i took a nap to sanction off that part of the day."
"178955392","178855592","7757932","","","2007-07-31 20:33:04 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@hellvetica didn't you quit facebook, too?  what now?"
"178715942","","","","","2007-07-31 17:27:50 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","i don't take naps often, but i'm going to take one now."
"178715362","","","","","2007-07-31 17:27:22 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","and then poof, it was all gone."
"178714852","","","","","2007-07-31 17:27:03 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","facebook's down.  whatcha up to, facebook? @eston?"
"178602722","","","","","2007-07-31 16:13:30 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","pretty much all done - that was fast.  time for lunch."
"178485982","","","","","2007-07-31 15:01:40 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","holy crap, the movers are almost done."
"178415372","178397722","623213","","","2007-07-31 14:16:12 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@mfriesen google's indexing speed has increased significantly - things show up in results within 30 minutes or so now..."
"178249812","","","","","2007-07-31 12:27:50 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","ah! i went to high school with one of the guys moving my stuff..."
"178233422","","","","","2007-07-31 12:15:10 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","today's the big day."
"177659962","177656342","7757932","","","2007-07-31 04:41:54 +0000","web","@hellvetica transformers, michigan wolverine, rubix cubes, (3x3, 2x2) and i'd like to get a mini hoberman sphere: http://tinyurl.com/5acda"
"177646832","177637342","7757932","","","2007-07-31 04:31:56 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@hellvetica agreed - while packing, i set aside a specific pile of toys for my desk."
"177558382","","","","","2007-07-31 03:22:22 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","this is the last night i'll sleep in this bed at this house.  next time i sleep in it, it'll be in Orlando."
"177481032","","","","","2007-07-31 02:27:38 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","i'm ready for the movers, and i don't think i like this feeling...right now."
"177480282","177479312","7628472","","","2007-07-31 02:27:03 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jokirk i'm with ya on that one.  what version are you gonna get?"
"176798852","","","","","2007-07-30 18:02:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","woo, ordered cable, Internet and phone for my condo."
"176667872","","","","","2007-07-30 16:36:26 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","the movers are coming tomorrow: last bit o' preparation."
"176667142","","","","","2007-07-30 16:36:04 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Ingmar Bergman died today. Sad. http://tinyurl.com/24h6ho"
"175591182","","","","","2007-07-30 03:50:01 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","i feel sick - i wonder if i ate too much frosting: http://www.flickr.com/photos/wcouch/sets/72157601088517900/"
"175528582","","","","","2007-07-30 03:02:06 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","no wonder i like The National's ""Racing Like A Pro"" - Sufjan Stevens plays the piano on the cut."
"175444512","175443382","7443742","","","2007-07-30 02:00:00 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@dorsey the latter half of my day was similar to yours - and wait until you see the cake that topped it off!"
"175330122","","","","","2007-07-30 00:26:40 +0000","<a href=""http://twitterhelp.blogspot.com/2008/05/twitter-via-mobile-web-mtwittercom.html"" rel=""nofollow"">mobile web</a>","Charles Apple is gonna get a kick out of this..."
"175322202","","","","","2007-07-30 00:18:35 +0000","<a href=""http://twitterhelp.blogspot.com/2008/05/twitter-via-mobile-web-mtwittercom.html"" rel=""nofollow"">mobile web</a>","omg, this cake..."
"175137772","","","","","2007-07-29 21:25:30 +0000","<a href=""http://twitterhelp.blogspot.com/2008/05/twitter-via-mobile-web-mtwittercom.html"" rel=""nofollow"">mobile web</a>","off to dinner on the docks, just off of Lake Michigan."
