"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"120015379945893888","120014197093441536","820585","","","2011-10-01 06:01:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@baratunde I want to go to there."
"119978993846992896","119977745412403200","779015","","","2011-10-01 03:36:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@particlenparcel Cleaning up after you, just like the old days."
"119975145791164416","119973017735528450","8207832","","","2011-10-01 03:21:18 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mdo ooo"
"119967255495852032","119960847966683138","14194512","","","2011-10-01 02:49:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@toddstewart Who calls himself ?The Godfather?!?"
"119957646274084865","119940410943614976","8884482","","","2011-10-01 02:11:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jenniferbrook @globalmoxie No! We get him tonight (and you should technically be here, too)."
"119951076102377472","119903598153965568","49093","","","2011-10-01 01:45:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@hellbox They still do."
"119917295463186432","","12308432","","","2011-09-30 23:31:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mangle current status http://t.co/J6DTL6OV","http://twitter.com/couch/status/119917295463186432/photo/1"
"119902589000237056","","","","","2011-09-30 22:32:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?Text is a universal donor.? ??@tcarmody"
"119865398463180800","119852560524914688","638323","","","2011-09-30 20:05:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@kneath good god"
"119849364054212608","119849036676218881","9797022","","","2011-09-30 19:01:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@seekbus @globalmoxie Nooo! I wanted the trifecta to happen!"
"119690566689755136","119578963310944256","12615","","","2011-09-30 08:30:29 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@timoni Hey, we're even closer neighbors now!"
"119651911950540800","","","","","2011-09-30 05:56:53 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Just witnessed the rare real-life intersection of @robinsloan, @mthomps, @tcarmody feverishly scheming in a Midwest hotel."
"119644727376232448","119636753417109504","7552082","","","2011-09-30 05:28:20 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@globalmoxie Absolutely."
"119643811424108544","","","","","2011-09-30 05:24:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Based on walking along STL's Washington Ave., this city hasn't heard any new music since TRL circa 1999."
"119634700615680000","119589641983762432","7552082","","","2011-09-30 04:48:29 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@globalmoxie http://t.co/hIjMLWBm","http://nickd.org/log/applause.gif"
"119574593613742081","","9203122","","","2011-09-30 00:49:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@kenney You're welcome."
"119572922166812674","","","119502739200937984","263874106","2011-09-30 00:43:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @postagram: Please send our friend @superamit some love http://t.co/2KTDCu2p Get well soon, dude!","http://blog.postagramapp.com/get-better-amit"
"119482794891153408","119469247612190720","26233","","","2011-09-29 18:44:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@xc @leftparen oh no what happened"
"119482633708244992","","","","","2011-09-29 18:44:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Before the flight, we were on our phones; during, we read printed books ? Influence: Science and Practice; Microserfs; Howl's Moving Castle."
"119462851986472960","","","","","2011-09-29 17:25:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","? STL. In the Southwest queue, I noticed a Twitter shirt beside me and lo, @robinsloan. Now sitting three wide with him, @ninamehta. #sndstl"
"119455350314373120","","","","","2011-09-29 16:55:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Old man on BART asked if our Chrome bags were related to the OS, says he prefers Android because it ?has more apps since it's open source.?"
"119433241924083712","119411918606839808","26233","","","2011-09-29 15:27:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@xc the best"
"119319695835926528","","","119288073329709056","13461","2011-09-29 07:56:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @waxpancake: The very talented @superamit, creator of Photojojo and Jelly, was diagnosed with leukemia. Send him hugs: http://t.co/qb ..."
"119313865044533248","119298880142721024","22071041","","","2011-09-29 07:33:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@stewartmccoy @ahemphill Out of town until late Sunday evening. Sorry fellas."
"119273464925392897","119271302782652416","16815305","","","2011-09-29 04:53:04 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@dvvglvs @nicknunns gah, I'm trvly jvvlvs of TRVE JOVRNEY 2011"
"119262602424627200","119261613109940224","14254927","","","2011-09-29 04:09:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@puls http://t.co/Ar33CHB1","http://simonwhitaker.github.com/finally-safari-ext/"
"119257297078861824","","","","","2011-09-29 03:48:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","I don't know what happened in baseball tonight but @fat and I played Ken Griffey Jr. MLB on the 64 earlier this week, does that count?"
"119255694867304448","119253994395803648","14559196","","","2011-09-29 03:42:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@palewire @ryanpitts before the photo loaded over a poor connection, I thought, ?I hope this is about beer.?"
"119241528177725440","119227155224866818","14399709","","","2011-09-29 02:46:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ebidel But are they real people?"
"119214801393156097","119212444433399808","46123040","","","2011-09-29 00:59:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mischa Touch?, forgot I left that up there."
"119169873648680962","119147872288636928","14254927","","","2011-09-28 22:01:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@puls Almost all the tees were @square."
"119139339404976128","119136605842845697","631823","","","2011-09-28 20:00:06 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@couch Checking in on Foursquare, paying for their fusion burrito with @square."
"119136605842845697","","","","","2011-09-28 19:49:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Nerds in plaid and/or startup tees playing on their iPhones, waiting in huge food truck lines."
"119124948454342656","119114889229901824","757502","","","2011-09-28 19:02:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@weightshift Feel the same way. Now, I just wish cross-posting to Flickr pushed the full-resolution version, then I'd use it!"
"119114209912037376","119080586693447680","5841","","","2011-09-28 18:20:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@stirman Sorry to hear this man. Today's @pictory showcase was made for you: http://t.co/Tae0MRgm","http://www.pictorymag.com/showcases/love-without-language/"
"119100247485071361","119095181776662528","16116572","","","2011-09-28 17:24:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zed damn right"
"119081623827394562","119067610729037824","14205033","","","2011-09-28 16:10:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@LBM @alexismadrigal I agree with Laura. I'd actually consider getting prints of these new ones, appreciate that details aren't blown out."
