"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"42467165407944704","42466135257530368","14559196","","","2011-03-01 06:12:15 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@palewire YES"
"42323100536274944","42322482467831808","9335362","","","2011-02-28 20:39:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@scavendish Seen Paprika? Looks like a pretty great recipe collection app: http://t.co/nTgU15U","http://itunes.apple.com/us/app/paprika-recipe-manager/id392408028?mt=8"
"42314815657615360","","","42263869615374336","1684111","2011-02-28 20:06:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @markjames: My weekend project unveiled: http://placekitten.com
Because the internet is serious business."
"42304526111342592","","","42302689694068736","11107172","2011-02-28 19:25:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @alexismadrigal: Exclusive! The Man Behind the Best Twitter Feed Ever, @MayorEmanuel: http://theatln.tc/gxQXwh"
"42275097901400064","","","","","2011-02-28 17:29:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?CLICK HERE to have clicked here.? ? @seekbus"
"42069001114746880","42068332597223424","14142441","","","2011-02-28 03:50:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@adamgriffiths Agreed."
"42045036724105217","42028707614822402","15288029","","","2011-02-28 02:14:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jbrons No!"
"41914188477505536","41913386296020992","7552082","","","2011-02-27 17:34:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@globalmoxie I'll be bummed if The King's Speech wins not because it isn't a great film but because it's period Oscar bait and too safe."
"41913406155919360","","","","","2011-02-27 17:31:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After spending 7 hours at @churchkeydc (new record!), Yuengling will comparatively taste like licking the inside of a garbage bin."
"41912066092568576","41897388939411457","8884482","","","2011-02-27 17:26:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jenniferbrook It's a requirement when moving in."
"41911671186264064","41894497654812672","7552082","","","2011-02-27 17:24:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@globalmoxie Not Black Swan?"
"41911530278621184","41893523007619072","26003029","","","2011-02-27 17:24:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ahwahoo2006 Oh man, I need to try that."
"41685256939642880","41673595759501312","9464552","","","2011-02-27 02:25:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@MacDivaONA Naturally."
"41673210642571264","","","","","2011-02-27 01:37:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Current status: http://twitpic.com/445tab"
"41608026846666752","41603018017349632","8083262","","","2011-02-26 21:18:21 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jeremybowers I wonder who said that."
"41601014255730689","41597163381325824","1117321","","","2011-02-26 20:50:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@_nickd Maybe even center?"
"41579620113465344","","7777742","","","2011-02-26 19:25:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zackquaintance http://t.co/U6cY9VC","http://www.iamdonald.com/freaksandgeeks"
"41562134496157696","41561864857075712","6740642","","","2011-02-26 18:15:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@owltastic I'm always happy to hear he acts like this when other people aren't around, that it really is an innate personality trait."
"41550857694748672","41548934832717824","6627892","","","2011-02-26 17:31:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@alykat On that note, see also: http://www.kickstarter.com/projects/821242145/lettermpress-a-virtual-letterpress-on-your-ipad"
"41289029747998720","41261781330436096","24979102","","","2011-02-26 00:10:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bukuwawa You are not the first to recommend this book, I need to make it a priority, I suppose."
"41270648856780800","41270528119410688","7195372","","","2011-02-25 22:57:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@brittany No, just use it! So easy on iOS devices."
"41269956670795776","","","41255835803852800","757502","2011-02-25 22:54:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @weightshift: What's it like to design a brewing co.'s labels over time? Good friend @phineas shows you: http://t.co/IRTpIgP","http://octophant.us/portfolio/half_acre_gallery.php"
"41269205919727616","41252251389394944","7195372","","","2011-02-25 22:52:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@brittany Yep! ?(opt)-; will give you the unicode character. I judge people's nerdiness by their use of it?"
"41262361599950848","41262203004911616","528","","","2011-02-25 22:24:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@buzz Amazing. Such a perfect use."
"41261790725672960","","","","","2011-02-25 22:22:32 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Oh hey @buzz @rsa @bailey, Girl Scout Cookies are being sold with @square: http://t.co/K0yHNrj (h/t @waferbaby)","http://flic.kr/p/9m2HxL"
"41227301744021504","","6627892","","","2011-02-25 20:05:29 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@alykat Yikes, no pun intended."
"41213769145262080","","","","","2011-02-25 19:11:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Today, I got a research pass to the Library of Congress and now my hands smell like tattered maps and old atlases."
"41208949827043328","","6627892","","","2011-02-25 18:52:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alykat If you've not already seen http://t.co/p9qcV08, it is _right_ up your alley.","http://www.pastemagazine.com/blogs/av/2011/02/live-from-paste-the-civil-wars-play-the-new-studio.html"
"40984295430426624","40982533407641600","9797022","","","2011-02-25 03:59:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@seekbus That is the saddest post."
"40958052689641472","40951911184216064","876061","","","2011-02-25 02:15:35 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@richiebravo @petelbury Congrats to you and @imagegroup!"
"40906171585921024","","","","","2011-02-24 22:49:25 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","In an email, Mom just unironically used ?as usually.?"
"40876436050944001","","","","","2011-02-24 20:51:16 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I wrote a thing for @welovedc on my first go at homebrewing: http://t.co/3bewg8I","http://wldc.us/hlSW2D"
"40854017965965312","40841753145778176","15288029","","","2011-02-24 19:22:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jbrons You gonna bite now?"
"40853033956933632","40836638913462272","3032241","","","2011-02-24 19:18:16 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bdotdub Some of the slickest interface patterns are happening on it, and their need for the player to be ever-present means impressive JS."
"40852200708116480","40840243896651776","3032241","","","2011-02-24 19:14:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bdotdub I see a lot of links to playlists and new albums on Twitter and like checking in on Heavy Rotation from my contacts pretty often."
"40827781495398400","","3032241","","","2011-02-24 17:37:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bdotdub Augh, I meant OTA sync to mobile for offline access. Sorry, I got excited."
"40816862291828736","40816499975262209","3032241","","","2011-02-24 16:54:32 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@bdotdub Yes, and yes. I love being able to sample lots of albums before committing them to iTunes. Also offline mobile OTA sync."
"40788789827866624","","","","","2011-02-24 15:02:59 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","Our hobbies stand in the shadow of ambition."
"40786385501687809","","","40752335571521536","1584511","2011-02-24 14:53:26 +0000","web","RT @desandro: Thanks to all who came out last night! Colophon and notes for BeerCamp is up at http://t.co/x6SAx6R","http://2011.beercamp.com/colophon"
"40782420684836864","40778930969382913","18682941","","","2011-02-24 14:37:41 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>","@AnthonyDB Accessibility in all of its forms is often disregarded. About the same number of people have JS disabled. Hello, Twitter?"
"40623120494628864","40622699000627200","6627892","","","2011-02-24 04:04:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alykat When I cut off cable and phone from FiOS, they didn't bother to make any deals."
"40605256484130816","40604245023653888","12533","","","2011-02-24 02:53:42 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@iconmaster You should try converting videos with HandBrake. Only time I see all 8 run."
"40569260400971776","","","","","2011-02-24 00:30:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Slick analysis of Oscar picks from Facebook users on NYT: http://t.co/gNAYdBX

Kudos, @tysone, @kevinq.","http://oscars.nytimes.com/favorites"
"40497827566194688","40497704614236160","7777742","","","2011-02-23 19:46:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zackquaintance It is Today. You can thank my buddy @nickdpi for passing it along."
"40495899557904384","","7777742","","","2011-02-23 19:39:09 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zackquaintance http://t.co/RhVgMBn","http://www.youtube.com/watch?v=Zj9Sv1JpmPs"
"40493042922160128","40488357935058944","12196","","","2011-02-23 19:27:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@wilsonminer @rdio These updates are extremely slick. I've been hoping for a Recently Added filter for a bit. Kudos, and many thanks."
"40480737492873216","40227331914219520","18196758","","","2011-02-23 18:38:54 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@nickdpi Upon reading this, Erin: ?It's not like I'm a damsel-in-distress here. I'm in the kingdom of beers!? or something to that effect."
"40460765466984448","40448293309779968","2134761","","","2011-02-23 17:19:32 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@pbowden Amazing. Glad that show's coming back. Also, I need more cartoons in my life."
"40446243880706048","","","","","2011-02-23 16:21:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?Come see what 2011 will be the year of.? http://t.co/HnHlRIW

Brian Williams and my HS English teacher may take issue with this.","http://www.macrumors.com/2011/02/23/apple-issues-invitations-for-march-2nd-media-event-to-introduce-next-generation-ipad/"
"40441208438398976","40433556471824384","6627892","","","2011-02-23 16:01:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alykat UNFOLLOW"
"40440899729100800","40431420564316160","7865282","","","2011-02-23 16:00:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@A_L Hah! Awesome."
"40275022178160640","","","","","2011-02-23 05:01:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Current status: you can't have it all."
"40257915235471361","40226595239247872","5273561","","","2011-02-23 03:53:29 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@tysone Are you moving to Portland?"
