"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"874360451","","","","","2008-08-01 04:00:40 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Oh, hello August."
"874357045","","","","","2008-08-01 03:55:58 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Three cheers for @hatchjt, for cheering me up, providing good news."
"874293519","","","","","2008-08-01 02:27:46 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","I absolutely love the new delicious. It is tremendously well thought-out. And so much faster."
"874276009","","","","","2008-08-01 02:04:04 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Romenesko is the new Obits page."
"874186320","","","","","2008-08-01 00:02:18 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Someone in the newsroom just asked, ""Bill, you're here when I get in, and here when I leave. Do you not have a home?"""
"873968866","","","","","2008-07-31 19:38:10 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","I can't wait for autumn so I can 1) endlessly listen to Low Level Owl 2) see the colors change again 3) watch the seasons change 4) grow."
"873826503","","","","","2008-07-31 17:02:30 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Ellen just flipped the switch in the garage, angels of heaven rejoice."
"873775606","","","","","2008-07-31 16:11:24 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","I feel like Clark Griswald trying to get the damn lights outside of his house to turn on."
"873645092","","","","","2008-07-31 14:01:40 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","Dreamt last night I got the 16GB black iPhone and only waited in line for 5 minutes. Sad that I dreamt that, but... one week!"
"873325165","","","","","2008-07-31 04:55:12 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Had a good belly laugh courtesy of @tball. Gonna end the day on that note..."
"873306360","","","","","2008-07-31 04:25:34 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Please bury me with it."
"873246125","","","","","2008-07-31 02:59:10 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Hitting cmd-k on pretty much everything in NNW except Sorry I Missed Your Party. About the only thing making me smile right now."
"873199901","","","","","2008-07-31 01:57:29 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Today gets a big, fat, unabashed middle finger. Which sucks, because the last four deserved overwhelming applause."
"873168693","","","","","2008-07-31 01:15:35 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","ROAR x ?"
"872711207","","","","","2008-07-30 16:06:07 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","I have no words for this artwork other than stunning: http://tinyurl.com/6qhr3b"
"872174744","872167665","6298462","","","2008-07-30 02:14:41 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jasonhawkins Where's the concert?"
"872146594","872139355","9145482","","","2008-07-30 01:37:13 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jarpon I agree, there's something deliciously gritty about the city. It's a mixed blessing."
"872079184","872068044","14132543","","","2008-07-30 00:02:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@bsm_jared In seven years, yes. And definitely the first time I was really able to appreciate it as an actual, people-live-here city."
"872050819","872042859","10952962","","","2008-07-29 23:22:14 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","@sjcobrien Because I helped make it. :)"
"872049699","","","","","2008-07-29 23:20:40 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","I loved NYC, but man, in comparison, DC is much cleaner and fragrant-free."
"872036760","","","","","2008-07-29 23:03:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Hello, DC."
"872036114","","","","","2008-07-29 23:02:18 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","What @biz said: comic book made from popcandy's twitter updates http://tinyurl.com/55s3vz (I may have been involved with that ;))"
"871987525","871198735","8550022","","","2008-07-29 21:58:48 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@bburton Holy cow! Congratulations, Bo!!!"
"871942081","","","","","2008-07-29 21:03:50 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Really benefiting from the wi-fi on this return trip. I have far too much to catch up on."
"871890096","871872554","14425249","","","2008-07-29 20:07:17 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jthomassie1 Alright, stop. ;)"
"871860097","871849799","14269865","","","2008-07-29 19:35:07 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@cnewvine A diplomat indeed! Thanks again, for the tour and the 2008 Stylebook. :)"
"871857620","871844148","10952962","","","2008-07-29 19:32:35 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@sjcobrien http://twitter.com/biz/statuses/871838444"
"871838810","","","","","2008-07-29 19:12:26 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Could not have asked for a better trip to NYC. Hearty thanks to @bridgers, @meganganz, @drewvigal, @meaganfisher, @jasonhawkins, @cnewvine."
"871828533","","","","","2008-07-29 19:03:22 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Wow, we're in traffic, four blocks from the NYTimes and my MacBook is detecting their wireless network."
"871792572","","","","","2008-07-29 18:34:45 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","Been wondering why water has been falling on me while walking around sunny NYC. Just realized it's all the window AC units dripping."
"871779642","","","","","2008-07-29 18:18:35 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","And, BoltBus continues to rock. My 3pm ride is already here. Will soon be reunited with a solid wi-fi connection."
"871778542","","","","","2008-07-29 18:18:21 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","Wow, @cnewvine has a swank office and an amazing view of midtown. Also, met AP's graphics and art directors. Awesome..."
"871684737","","","","","2008-07-29 16:38:25 +0000","web","Final stop on the Tour de New York: The Associated Press. - http://bkite.com/015dj"
"871676606","","","","","2008-07-29 16:29:46 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","Final stop on the Tour de New York: The Associated Press."
"871215026","","","","","2008-07-29 03:36:43 +0000","web","""That is the f***ing icing on my cake of sadness."" - @meaganfisher"
"871171207","","","","","2008-07-29 02:34:05 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","Oh wait, did you just say that Jason?"
